asset,time,AdrActCnt,BlkSizeMeanByte,CapMrktCurUSD,CapRealUSD,FlowInExNtv,FlowInExNtv-status,FlowInExNtv-status-time,FlowOutExNtv,FlowOutExNtv-status,FlowOutExNtv-status-time,TxTfrValAdjNtv,NVT,MVRV,ExchNetFlow
eth,2025-02-12 00:00:00+00:00,613684.0,90256.06470175438,330121807511.74896,285194893421.52673,512011.2646468144,flash,2025-02-13T02:36:05.995502000Z,425449.8267619336,flash,2025-02-13T02:36:27.767424000Z,2476151.4677606854,133320.522516458,1.1575305698893383,86561.43788488075
eth,2025-02-13 00:00:00+00:00,627574.0,87649.70668905681,322445541799.0301,284016632627.4375,407672.57628061326,flash,2025-02-14T03:51:15.965032000Z,394670.7564658126,flash,2025-02-14T03:51:40.035011000Z,2266308.226290644,142277.88526664328,1.135305136238279,13001.819814800634
eth,2025-02-14 00:00:00+00:00,666254.0,89279.44177890012,328499961069.78186,284353482833.1125,462491.8224003343,flash,2025-02-15T04:10:15.670687000Z,450828.6018821213,flash,2025-02-15T04:10:39.741669000Z,2397209.835313874,137034.29555084,1.155252110144116,11663.220518212998
eth,2025-02-15 00:00:00+00:00,668614.0,89138.16000560932,324786760761.21564,283797933066.31,153030.8008980165,flash,2025-02-16T01:44:34.286761000Z,144913.0683575934,flash,2025-02-16T01:44:55.601170000Z,1076270.3598424636,301770.6079063215,1.1444296202302802,8117.73254042308
eth,2025-02-16 00:00:00+00:00,685798.0,84750.60366792664,320916873534.66345,283655452683.7201,174559.20681751292,flash,2025-02-17T02:53:00.548691000Z,152944.77961816711,flash,2025-02-17T02:53:17.860557000Z,1062468.4474418417,302048.38017293694,1.1313615532449866,21614.42719934581
eth,2025-02-17 00:00:00+00:00,675569.0,87561.84308510639,330723718540.91187,284983519255.2601,211504.92221549983,flash,2025-02-18T04:36:27.650566000Z,302329.0704372153,flash,2025-02-18T04:36:27.635723000Z,1817972.9256005115,181918.94603252545,1.1605012086494806,-90824.1482217155
eth,2025-02-18 00:00:00+00:00,606517.0,92344.49001536098,321536880792.8243,284243383474.1194,349667.639029471,flash,2025-02-19T03:04:48.497986000Z,382019.8541225504,flash,2025-02-19T03:04:48.472053000Z,2624446.1054562214,122516.09210962625,1.1312026927870442,-32352.21509307932
eth,2025-02-19 00:00:00+00:00,639839.0,83213.36900936146,327699057250.8048,285097879830.6147,309950.995383648,flash,2025-02-20T02:21:52.492460000Z,298616.04928144097,flash,2025-02-20T02:56:51.932756000Z,1714583.777487896,191124.552531886,1.1494264967719183,11334.946102207005
eth,2025-02-20 00:00:00+00:00,685150.0,84446.70383861025,330422334011.6877,285666128152.9419,295833.6839494508,flash,2025-02-21T02:57:41.595189000Z,318625.4566304812,flash,2025-02-21T03:34:31.624514000Z,1697318.8118374448,194673.1113254949,1.156673127990813,-22791.772681030445
eth,2025-02-21 00:00:00+00:00,656153.0,90095.56073722424,320183486526.4595,284400816258.3076,618582.5189274928,flash,2025-02-22T03:21:52.277740000Z,1012384.0478825012,flash,2025-02-22T03:58:29.735260000Z,4720200.17915328,67832.60759586994,1.1258177481306952,-393801.5289550084
