asset,time,AdrActCnt,BlkSizeMeanByte,CapMrktCurUSD,CapRealUSD,DiffMean,FlowInExNtv,FlowInExNtv-status,FlowInExNtv-status-time,FlowOutExNtv,FlowOutExNtv-status,FlowOutExNtv-status-time,TxTfrValAdjNtv,NVT,MVRV,ExchNetFlow
btc,2025-07-14 00:00:00+00:00,797345,1570108.6,2384502915692.5654,988391535899.8115,126271255279307.0,37265.50953398,flash,2025-07-15T01:23:49.773972000Z,35172.49285851,flash,2025-07-15T01:10:45.364216000Z,207465.34085334,11493500.099268157,2.412508433231131,2093.016675470004
btc,2025-07-15 00:00:00+00:00,753728,1408084.5609756096,2341591953037.3784,990439383897.652,126271255279307.0,44111.02401698,flash,2025-07-16T01:47:44.579952000Z,55325.82043009,flash,2025-07-16T01:37:23.314982000Z,234092.8951371,10002832.216099469,2.3641951149221963,-11214.796413110002
btc,2025-07-16 00:00:00+00:00,735726,1435307.3816793892,2361917162381.5225,997062756884.1165,126271255279307.0,29149.54078086,flash,2025-07-17T02:52:28.171751000Z,42825.25639125,flash,2025-07-17T02:49:57.229054000Z,227702.87583792,10372803.389899855,2.3688751245334463,-13675.715610389998
btc,2025-07-17 00:00:00+00:00,811618,1533698.5588235294,2377315036151.2236,1000980734788.8704,126271255279307.0,34726.31969127,flash,2025-07-18T02:00:59.409131000Z,41427.10978904,flash,2025-07-18T01:58:26.496401000Z,210000.63838735,11320513.377517562,2.3749858049492367,-6700.790097769997
btc,2025-07-18 00:00:00+00:00,757713,1548754.4791666665,2346669299827.5835,1002685580808.6613,126271255279307.0,37507.56656473,flash,2025-07-19T01:44:54.558057000Z,37203.99576087,flash,2025-07-19T01:42:18.766096000Z,149282.86991873,15719615.392610798,2.340384009446915,303.5708038599987
btc,2025-07-19 00:00:00+00:00,655287,1495010.8028169014,2345727189536.0054,1003986012130.7635,126271255279307.0,14883.21851329,flash,2025-07-20T02:23:05.693240000Z,23916.73139821,flash,2025-07-20T02:20:34.914334000Z,71136.09492863,32975203.261993024,2.336414214135971,-9033.51288492
btc,2025-07-20 00:00:00+00:00,625098,1386514.288590604,2333788554645.3423,1004484182762.3392,126271255279307.0,20320.12237946,flash,2025-07-21T01:58:26.913798000Z,20265.14140243,flash,2025-07-21T01:56:00.935410000Z,72293.16902662,32282283.18205262,2.3233701383205516,54.98097703000167
btc,2025-07-21 00:00:00+00:00,733805,1454614.153333333,2336365376851.485,1006254258100.4648,126271255279307.0,32440.19264877,flash,2025-07-22T02:36:58.024553000Z,33017.38744053,flash,2025-07-22T02:34:22.328883000Z,142804.20266465,16360620.578779599,2.3218439654227243,-577.194791760001
btc,2025-07-22 00:00:00+00:00,730808,1511443.4733333332,2388857383305.068,1009193446605.582,126271255279307.0,23887.35815309,flash,2025-07-23T02:12:06.970404000Z,42768.59453286,flash,2025-07-23T02:09:28.792640000Z,167839.91723093,14232951.390331374,2.3670956161477066,-18881.236379769998
btc,2025-07-23 00:00:00+00:00,738717,1548908.6285714284,2360708516578.7466,1011269772955.3387,126271255279307.0,25024.63997685,flash,2025-07-24T01:35:13.835111000Z,25353.61634885,flash,2025-07-24T01:34:06.765206000Z,110056.27141973,21450013.580557644,2.334400354595592,-328.97637199999735
btc,2025-07-24 00:00:00+00:00,719805,1490770.0,2355321152006.9604,1012697170674.9355,126271255279307.0,30369.07190659,flash,2025-07-25T01:43:42.889547000Z,28758.19389794,flash,2025-07-25T01:41:08.001616000Z,117027.03178321,20126300.01904296,2.325790196922543,1610.878008650001
btc,2025-07-25 00:00:00+00:00,749904,1638002.85,2338330202043.7227,1014888299691.2708,126271255279307.0,62066.18136768,flash,2025-07-26T01:46:42.678023000Z,58514.09150617,flash,2025-07-26T01:44:11.213258000Z,204992.369986,11406913.350986768,2.3040271552593947,3552.0898615100014
btc,2025-07-26 00:00:00+00:00,652309,1697357.4444444445,2347599668866.052,1015472226310.0966,127584823314964.73,15502.0632392,flash,2025-07-27T02:10:03.596727000Z,18334.73338086,flash,2025-07-27T02:07:33.005563000Z,69253.52717993,33898629.636100285,2.311830504115788,-2832.670141660001
btc,2025-07-27 00:00:00+00:00,615345,1662576.4233576641,2376601218524.4136,1016139210398.3608,127620086886391.8,13169.14963056,flash,2025-07-28T02:09:51.289417000Z,14102.46846311,flash,2025-07-28T02:08:44.048839000Z,51929.52658205,45765894.18294276,2.338853962335245,-933.3188325500014
btc,2025-07-28 00:00:00+00:00,728095,1632253.627586207,2348488298493.529,1017330084396.8896,127620086886391.8,22397.11585284,flash,2025-07-29T02:30:43.891298000Z,31532.70510399,flash,2025-07-29T02:28:10.211175000Z,120045.42389726,19563330.46483692,2.3084821087206895,-9135.589251149999
btc,2025-07-29 00:00:00+00:00,715626,1632288.7678571427,2345519559459.0205,1019160245249.003,127620086886391.8,23035.42651148,flash,2025-07-30T01:19:42.736798000Z,36231.6502285,flash,2025-07-30T01:17:23.406728000Z,131819.69640945,17793392.211839996,2.301423716626583,-13196.223717020002
btc,2025-07-30 00:00:00+00:00,733090,1594349.0583941604,2342809433816.109,1020577292692.163,127620086886391.8,22134.23589748,flash,2025-07-31T01:52:15.373195000Z,30427.57263125,flash,2025-07-31T01:50:40.428267000Z,123501.62187683,18969867.749207597,2.2955727612124828,-8293.33673377
btc,2025-07-31 00:00:00+00:00,752871,1611634.0714285714,2305368665823.8267,1021125818546.1353,127620086886391.8,39883.08473996,flash,2025-08-01T01:32:44.529650000Z,24145.67421026,flash,2025-08-01T01:30:11.169859000Z,112102.96344031,20564743.29558055,2.2576734658479,15737.410529700002
btc,2025-08-01 00:00:00+00:00,838177,1828807.4966887415,2254355122015.228,1021415865367.9292,127620086886391.8,48111.64138893,flash,2025-08-02T03:11:00.968753000Z,46754.43552195,flash,2025-08-02T03:09:54.030863000Z,174520.37801805,12917432.036401322,2.2070884136924738,1357.2058669800026
btc,2025-08-02 00:00:00+00:00,693800,2212418.95862069,2239750089818.0874,1021637006725.3706,127620086886391.8,11136.89935626,flash,2025-08-03T01:44:00.625883000Z,11297.21431376,flash,2025-08-03T01:42:40.165416000Z,55507.31578279,40350538.6313874,2.192314956363128,-160.31495749999885
btc,2025-08-03 00:00:00+00:00,621756,1968461.058064516,2273995431945.6807,1022435300445.2112,127620086886391.8,10506.74426752,flash,2025-08-04T02:11:56.046330000Z,12001.34206312,flash,2025-08-04T02:11:01.128579000Z,54054.78092089,42068349.79636136,2.224097144294106,-1494.5977956000006
btc,2025-08-04 00:00:00+00:00,728238,1572888.596491228,2292689374189.235,1023233752704.4045,127620086886391.8,29669.14508104,flash,2025-08-05T02:26:38.015643000Z,28716.51809101,flash,2025-08-05T02:24:07.814974000Z,118525.59912627,19343410.9685178,2.240631105189466,952.6269900299994
btc,2025-08-05 00:00:00+00:00,798131,1663670.347826087,2271073998199.12,1023974932297.112,127620086886391.8,18724.75035479,flash,2025-08-06T02:50:04.620143000Z,18230.26903461,flash,2025-08-06T02:47:20.872968000Z,114143.87944288,19896590.244557206,2.2178999959543493,494.4813201800025
